market,group,agent,state,seed,NetWorth,Sharpe,Sortino,MaxDD,CAGR,Calmar
FTSE100,Developed,PPO,+RetFore,2,10781.863355024572,0.5105871220743821,0.1921320388078249,-0.04974933477593,0.0307683901278883,0.6184683728104118
FTSE100,Developed,PPO,+RetFore,3,13897.442069278472,1.2222824642456056,1.5242952940264272,-0.1343433128094448,0.1416665525543394,1.0545113827453958
FTSE100,Developed,PPO,+RetFore,4,12515.87345479891,1.1467686005923334,1.3410476233250552,-0.0918979157330925,0.0945448638624704,1.0288031356014304
FTSE100,Developed,PPO,+VolFore,0,10774.121569976276,0.5068590518252695,0.1903464693319049,-0.0497493347759299,0.0304703822369027,0.6124781843521789
FTSE100,Developed,PPO,+VolFore,1,10740.503799328842,0.4844214912150189,0.1867447508075271,-0.04974933477593,0.0291748326423795,0.58643663826252
FTSE100,Developed,PPO,+VolFore,2,10701.779517635476,0.4665908602042142,0.1699733250461891,-0.0497493347759302,0.027679483946509,0.5563789761334587
FTSE100,Developed,PPO,+VolFore,3,13929.951409778205,1.2304557217928571,1.5335886883775671,-0.1343433128094448,0.1427408772707386,1.0625082431318518
FTSE100,Developed,PPO,+VolFore,4,12001.170245603596,0.8095543176807254,0.7506048108843908,-0.1343433128094448,0.0761973716644655,0.5671839563162934
KOSPI,Emerging,BuyHold,-,-1,26177.257735341533,1.262992141538345,1.4728916790346978,-0.3863042960479462,0.4890852116079267,1.2660620568039394
KOSPI,Emerging,Q-Learning,Baseline,0,10410.498320762172,0.2104195457037722,0.1413006499868538,-0.1055843744280426,0.0167583368072079,0.1587198569658646
KOSPI,Emerging,Q-Learning,Baseline,1,10544.335693574922,0.292885835601089,0.1659683208315634,-0.0742998585057404,0.022138109798738,0.2979562847583315
KOSPI,Emerging,Q-Learning,Baseline,2,9089.136473912684,-0.296049365293261,-0.138895717422212,-0.1236475142514371,-0.0386864050096615,-0.3128765284409998
KOSPI,Emerging,Q-Learning,Baseline,3,11340.91736424806,0.5888322591176275,0.3467169847283693,-0.1044354886952882,0.0533579367882468,0.5109176722811013
KOSPI,Emerging,Q-Learning,Baseline,4,10747.157707129116,0.3469000648128013,0.2234466032604914,-0.1361665740137765,0.0302149714552375,0.2218971261769329
KOSPI,Emerging,Q-Learning,+RetFore,0,11589.894716243747,0.6231036999611762,0.5155622961559639,-0.0846264417122037,0.0628505046620093,0.742681641690758
KOSPI,Emerging,Q-Learning,+RetFore,1,11268.419134005264,0.4538643384542232,0.2621674311538846,-0.154180320495441,0.0505709008164598,0.3279984154503505
KOSPI,Emerging,Q-Learning,+RetFore,2,10473.523206881851,0.2431405261265355,0.1535168020830561,-0.0890610844994048,0.0192967321175159,0.2166685059559117
KOSPI,Emerging,Q-Learning,+RetFore,3,10670.47228450984,0.2630343169211143,0.1458330118534674,-0.1443540211653001,0.02717177781826,0.1882301414171024
KOSPI,Emerging,Q-Learning,+RetFore,4,10865.964952466207,0.3482659757307574,0.2358984111674337,-0.156910452031851,0.0349046703480475,0.2224496194857679
KOSPI,Emerging,Q-Learning,+VolFore,0,10989.529795098217,0.3946748290993507,0.3224359811757267,-0.0785015009430245,0.0397503501506526,0.5063642054308826
KOSPI,Emerging,Q-Learning,+VolFore,1,11554.780424672452,0.614366176226137,0.4546758116228672,-0.085718022742957,0.0615190270521914,0.7176906919091115
KOSPI,Emerging,Q-Learning,+VolFore,2,12022.57005096173,0.9339935880735571,0.8906130463100823,-0.0693068116242946,0.0790661563683614,1.1408136446361208
KOSPI,Emerging,Q-Learning,+VolFore,3,12396.04528968022,0.9433173818673232,0.6120224337600662,-0.1152165245462541,0.092789836875132,0.8053518125091153
KOSPI,Emerging,Q-Learning,+VolFore,4,11253.964043205247,0.4908121177981255,0.3864348621831238,-0.0822391296468234,0.0500139492044804,0.6081527056360826
KOSPI,Emerging,SARSA,Baseline,0,11016.379923641303,0.4390186405170397,0.2544442834663522,-0.0878475943731834,0.0407990614836066,0.4644300367500632
KOSPI,Emerging,SARSA,Baseline,1,10300.463617628971,0.1785728439867963,0.0911351964520055,-0.0995452471778473,0.0123048612384775,0.1236107356925846
KOSPI,Emerging,SARSA,Baseline,2,11712.333060754032,0.7566387832209369,0.47174534539045,-0.0835793173893553,0.0674747401258399,0.8073138454900354
KOSPI,Emerging,SARSA,Baseline,3,10675.924049893623,0.3485554500075009,0.1929562339749675,-0.0982625699300358,0.0273885493270851,0.2787282008429798
KOSPI,Emerging,SARSA,Baseline,4,9345.826197719412,-0.1790389805426809,-0.0844503455841208,-0.1437942263286739,-0.0275624096881492,-0.1916795297813802
KOSPI,Emerging,SARSA,+RetFore,0,12870.97870659578,0.8894605968865051,0.6480520960398899,-0.0733387478680229,0.109895671126732,1.4984666948909022
KOSPI,Emerging,SARSA,+RetFore,1,11720.246206445536,0.6018506358212773,0.4266599994242852,-0.0820280679127872,0.0677726246773067,0.8262126172292245
KOSPI,Emerging,SARSA,+RetFore,2,11227.706634895276,0.3369132498460171,0.2894320613917722,-0.2442407254956031,0.0490011818015414,0.2006265814266219
