market,group,window,span,agent,state,seed,NetWorth,Sharpe,Sortino,MaxDD,CAGR,Calmar,Turnover,Skew,Kurt,N
KOSPI,Emerging,1,2021-08-23..2023-04-17,Q-Learning,+VolFore,0,7543.907613077827,-1.3801426759933455,-1.3554325247332173,-0.3128885706071416,-0.1604910556067778,-0.5129335830159649,163.87341877883662,-0.5984276802810831,10.430937542222978,405
KOSPI,Emerging,1,2021-08-23..2023-04-17,Q-Learning,+VolFore,1,8402.887725804825,-0.6635868423857282,-0.6334403945042714,-0.2570720279585651,-0.1023777908089683,-0.3982455486174925,170.29522580643317,-0.6169878994188085,13.078057418038536,405
KOSPI,Emerging,1,2021-08-23..2023-04-17,Q-Learning,+VolFore,2,6070.050094639086,-1.754737462111381,-1.814436520670944,-0.4576903600030815,-0.2664500563542969,-0.5821622643568916,175.27148143099592,-0.813238426577283,9.075786801978776,405
KOSPI,Emerging,1,2021-08-23..2023-04-17,PPO,Baseline,0,7261.534418833342,-0.5667263182740396,-0.8584999329514184,-0.4827450876959119,-0.180136097100122,-0.3731495186404034,20.01001633698974,-0.1560796573421133,3.351406885864792,405
KOSPI,Emerging,1,2021-08-23..2023-04-17,PPO,Baseline,1,7431.624129439648,-0.6105311618889152,-0.9103103828454802,-0.4397719765775847,-0.1682687702175751,-0.3826273141065106,12.15063237167458,-0.2270254380120403,3.329659862416672,405
KOSPI,Emerging,1,2021-08-23..2023-04-17,PPO,Baseline,2,6976.195864445151,-0.585113246055869,-0.902125739612088,-0.5140337869819607,-0.2002841136695278,-0.389632196834888,6.357969019290005,-0.1780817845805234,3.128978474858749,405
KOSPI,Emerging,1,2021-08-23..2023-04-17,PPO,+VolFore,0,6976.195864445151,-0.585113246055869,-0.902125739612088,-0.5140337869819607,-0.2002841136695278,-0.389632196834888,6.357969019290005,-0.1780817845805234,3.128978474858749,405
KOSPI,Emerging,1,2021-08-23..2023-04-17,PPO,+VolFore,1,7358.371818702619,-0.6098584445629783,-0.9321795664541322,-0.4597373900955805,-0.1733668885902787,-0.3770998233444929,6.206200337536807,-0.2100507270925091,3.090823692745834,405
KOSPI,Emerging,1,2021-08-23..2023-04-17,PPO,+VolFore,2,7980.6581201471745,-0.511639182925352,-0.7482339828796154,-0.3736266453744217,-0.1306464365574811,-0.3496710905781545,19.98396356205024,-0.1722753642466871,3.815000239208548,405
KOSPI,Emerging,2,2023-04-18..2024-12-13,BuyHold,-,-1,9687.402404943092,-0.0190218707809117,-0.0249817466428483,-0.1835716885207004,-0.0195193238234834,-0.1063307963263409,1.0015021860196462,-0.8722955840240567,12.655341221599448,405
KOSPI,Emerging,2,2023-04-18..2024-12-13,VolTarget,-,-1,8903.805938039002,-0.3086134913392674,-0.4171303596855432,-0.2157979886555764,-0.0695304830368694,-0.3222017196254833,19.00652182586713,-0.6188867975794193,7.862380516671966,405
KOSPI,Emerging,2,2023-04-18..2024-12-13,Const1.5x,-,-1,9312.165899759017,-0.0274794904492508,-0.036083848706793,-0.2695598734249935,-0.0432684575356165,-0.1605152020057456,3.950094364118685,-0.8736697184394024,12.662252708922756,405
KOSPI,Emerging,2,2023-04-18..2024-12-13,Q-Learning,Baseline,0,9732.824281298212,-0.1193000138874143,-0.0842711759999277,-0.1170537420906803,-0.0166683991636904,-0.1423995411495278,71.76637127767277,-2.094850729381668,29.514424323190045,405
KOSPI,Emerging,2,2023-04-18..2024-12-13,Q-Learning,Baseline,1,9358.969477190736,-0.3034479906666758,-0.2716268791472372,-0.1717553659702176,-0.0402866492034118,-0.2345583148194799,82.75066645768725,4.696978137504986,90.99585765076218,405
KOSPI,Emerging,2,2023-04-18..2024-12-13,Q-Learning,Baseline,2,10891.555447925795,0.4929520074638762,0.5431985550017276,-0.0980525978640541,0.0544386621976966,0.5551985707978733,101.49277452614548,1.2117616522245445,14.002169991794888,405
KOSPI,Emerging,2,2023-04-18..2024-12-13,Q-Learning,+VolFore,0,7832.958372330319,-1.1863407370799368,-1.1161273348256566,-0.2797913352606048,-0.1406682603425402,-0.5027613175047592,128.22558447448404,0.7278778640272536,26.19534441040877,405
