market,group,arm,agent,state,seed,NetWorth,Sharpe,Sortino,MaxDD,CAGR,Calmar
Bovespa,Emerging,A,PPO,Baseline,1,11624.323404275665,0.6079604328972757,0.8659581043587291,-0.138271865454289,0.0636158661298758,0.4600781650005751
Bovespa,Emerging,A,PPO,Baseline,2,11165.380336474407,0.5172984941797982,0.7354485295071193,-0.1149352833493324,0.046204219610189,0.4020020507484609
Bovespa,Emerging,A,PPO,Baseline,3,10781.594187663815,0.3581424276864078,0.4651897404613453,-0.1389637265051949,0.031316701320935,0.2253588192278286
Bovespa,Emerging,A,PPO,Baseline,4,11832.991909338538,0.6560984134066367,0.9627446124153884,-0.1402182802522864,0.0713982798299892,0.5091938062641859
Bovespa,Emerging,A,PPO,+RetFore,0,11434.715910960203,0.5533264289820451,0.8033946345436196,-0.1324648354613717,0.0564725178791756,0.4263208245573772
Bovespa,Emerging,A,PPO,+RetFore,1,11279.07083175464,0.528350485624744,0.7402961790968154,-0.1235711589068954,0.0505562558749039,0.4091266629018701
Bovespa,Emerging,A,PPO,+RetFore,2,11098.320751461744,0.4530530536122543,0.6221752199859913,-0.1261957146823165,0.0436249259029055,0.3456926093915366
Bovespa,Emerging,A,PPO,+RetFore,3,11458.504983405972,0.5534296676768963,0.7982255941318025,-0.1372934437901052,0.0573725734473338,0.4178828344828129
Bovespa,Emerging,A,PPO,+RetFore,4,11577.183448425094,0.5866275146400807,0.8605713190988696,-0.1358511274142367,0.0618463590975086,0.4552509815282707
Bovespa,Emerging,A,PPO,+VolFore,0,11690.772917115672,0.6246012310584546,0.908106289827666,-0.1382053110367336,0.0661030235484925,0.4782958270716865
Bovespa,Emerging,A,PPO,+VolFore,1,11217.608587706474,0.5016540897343787,0.6980598624181904,-0.1255587903225151,0.0482067328026458,0.3839375377736299
Bovespa,Emerging,A,PPO,+VolFore,2,11296.562065195969,0.5334619905098901,0.7391199901823217,-0.1252892476229688,0.0512235129789317,0.4088420510965884
Bovespa,Emerging,A,PPO,+VolFore,3,11508.520882022543,0.6120545878774905,0.8627789509253895,-0.1238410007316463,0.0592613259820902,0.4785275121445951
Bovespa,Emerging,A,PPO,+VolFore,4,11785.390871397733,0.6526825126216541,0.9550023829947544,-0.1338230585544101,0.0696301481164964,0.5203150254383534
Bovespa,Emerging,B,VTrule,-,-1,12480.094212644086,0.7605221587528507,1.152982790688052,-0.1342184709392157,0.0950295938523002,0.7080217289513662
Bovespa,Emerging,B,Q-Learning,Baseline,0,10397.502862700188,0.1966343826895389,0.2832249740468854,-0.1267739312550273,0.0161007709858032,0.1270037998055511
Bovespa,Emerging,B,Q-Learning,Baseline,1,10849.813425219878,0.3671017464894789,0.5566352759565321,-0.1154367880076712,0.033985601510811,0.2944087590886383
Bovespa,Emerging,B,Q-Learning,Baseline,2,10673.37141739593,0.2955745888700833,0.4596235581452916,-0.1381810018870561,0.0270622393696362,0.1958463102732461
Bovespa,Emerging,B,Q-Learning,Baseline,3,10003.211835710696,0.0539360699170257,0.0805585689366182,-0.1528440628899174,0.0001315944540059,0.0008609719704966
Bovespa,Emerging,B,Q-Learning,Baseline,4,10819.933310768747,0.3493658372887607,0.5315958476627566,-0.1397088751191728,0.0328178424340146,0.2349016295907174
Bovespa,Emerging,B,Q-Learning,+VolFore,0,10941.49405851939,0.411710722401119,0.6067575831922682,-0.1148974451902066,0.0375568140933002,0.3268724907747082
Bovespa,Emerging,B,Q-Learning,+VolFore,1,10150.412625185616,0.1107321521419286,0.1621167810159771,-0.1541025625980595,0.0061361063594833,0.0398183278460342
Bovespa,Emerging,B,Q-Learning,+VolFore,2,11813.102195630718,0.6468203486709014,0.9930696426647604,-0.1404201669439754,0.0706599916599881,0.503204014047902
Bovespa,Emerging,B,Q-Learning,+VolFore,3,11109.733761389947,0.4630245002184605,0.6889536504728362,-0.1259254789775298,0.0440645495440072,0.3499256060127455
Bovespa,Emerging,B,Q-Learning,+VolFore,4,10328.063506965917,0.1674792988442789,0.2382243870345778,-0.1631704390722317,0.0133146689810683,0.0815997619219047
